0: individual: 4 age: 0
0: individual: 3 age: 0
0: individual: 2 age: 0
0: individual: 1 age: 0
0: individual: 4 age: 10
0: individual: 3 age: 10
0: individual: 2 age: 10
0: individual: 1 age: 10
0: individual: 4 age: 20
0: individual: 3 age: 20
0: individual: 2 age: 20
0: individual: 1 age: 20
