0: individual: 4 age: 0
0: individual: 3 age: 0
0: individual: 2 age: 0
0: individual: 1 age: 0
10: individual: 4 age: 10
10: individual: 3 age: 10
10: individual: 2 age: 10
10: individual: 1 age: 10
20: individual: 4 age: 20
20: individual: 3 age: 20
20: individual: 2 age: 20
20: individual: 1 age: 20
